Устройство,Услуга,Цена,Гарантия,Производитель,Тип девайса
"  MacBook Air 13"" A1466 (2012-2013)",Замена видеочипа,13190.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена динамика,3490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена клавиатуры,5790.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена корпуса в сборе с клавиатурой,12990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена кулера,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена материнской платы,21990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена матрицы в сборе с крышкой,25090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена микрофона,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена мультиконтроллера,12990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена нижней крышки,8290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена подсветки клавиатуры,3990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена разъема MagSafe,6990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена тачпада,5490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена шлейфа матрицы,3490.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена HDD/SSD,14990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Замена Wi-Fi модуля AirPort,5490.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Обновление или восстановление Mac OS,2190.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Ремонт видеочипа,9990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Ремонт мультиконтроллера,9990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2012-2013)",Чистка системы охлаждения и замена термопасты,2490.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена аккумулятора,8590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Восстановление после попадания влаги,3690.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена видеочипа,12990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена динамика,3290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена клавиатуры,5290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена корпуса в сборе с клавиатурой,12990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена кулера,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена матрицы в сборе с крышкой,24690.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена микрофона,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена мультиконтроллера,12990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена нижней крышки,8690.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена подсветки клавиатуры,3990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена разъема MagSafe,6990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена тачпада,5490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена шлейфа матрицы,3490.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена HDD/SSD,14990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Замена Wi-Fi модуля AirPort,5490.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Обновление или восстановление Mac OS,2190.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Ремонт видеочипа,9990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Ремонт мультиконтроллера,9990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2013-2015)",Чистка системы охлаждения и замена термопасты,2890.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена аккумулятора,8690.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена аудиоразъема,7590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена динамика,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена клавиатуры,5390.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена кулера,3790.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена матрицы в сборе с крышкой,25890.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена межплатного шлейфа,3390.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена микрофона,3590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена нижней крышки,8790.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена подсветки клавиатуры,3690.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена разъема зарядки,7590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена тачпада,7190.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена топкейса,10290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена шлейфа матрицы,5390.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена шлейфа тачпада,3390.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена Wi-Fi модуля AirPort,5790.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Замена Wi-Fi/Bluetooth антенны,5090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1466 (2017)",Чистка системы охлаждения и замена термопасты,2990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена аккумулятора,11490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Восстановление после попадания влаги,3790.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена аудиоразъема,14290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена динамика,5590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена клавиатуры,15390.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена кулера,6590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена матрицы в сборе с крышкой,37090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена межплатного шлейфа,4990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена микрофона,5290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена нижней крышки,9190.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена подсветки клавиатуры,13190.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена разъема зарядки,5290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена тачпада,9590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена топкейса,26590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена шлейфа матрицы,4890.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена шлейфа тачпада,5290.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена Wi-Fi модуля AirPort,2990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Замена Wi-Fi/Bluetooth антенны,5990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A1932 (2018-2019)",Чистка системы охлаждения и замена термопасты,4190.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена аккумулятора,11490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Восстановление после попадания влаги,3990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена аудиоразъема,13290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена клавиатуры,8690.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена кулера,6090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена матрицы в сборе с крышкой,37090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена нижней крышки,6590.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена разъема зарядки,5390.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Замена шлейфа матрицы,7490.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A2179 (2020)",Чистка системы охлаждения и замена термопасты,4390.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена аккумулятора,13290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Восстановление после попадания влаги,3990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена клавиатуры,8090.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена матрицы в сборе с крышкой,41290.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена нижней крышки,7490.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена Wi-Fi модуля AirPort,2990.0,30.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Замена Wi-Fi/Bluetooth антенны,5990.0,90.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Air 13"" A2337 (2020)",Чистка системы охлаждения и замена термопасты,4390.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена аккумулятора,7190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Восстановление после попадания влаги,2790.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена видеочипа,12990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена динамика,3490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена клавиатуры,5290.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена корпуса в сборе с клавиатурой,7990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена кулера,2990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена материнской платы,19990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена матрицы в сборе с крышкой,19990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена микрофона,2790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена мультиконтроллера,12990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена нижней крышки,7890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена подсветки клавиатуры,3490.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена разъема MagSafe,2990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена тачпада,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена шлейфа матрицы,5290.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена HDD/SSD,5190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Замена Wi-Fi модуля AirPort,5990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Обновление или восстановление Mac OS,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Ремонт видеочипа,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Ремонт мультиконтроллера,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1278 (2008-2012)",Чистка системы охлаждения и замена термопасты,2090.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена аккумулятора,9590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Восстановление после попадания влаги,2990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена видеочипа,14990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена динамика,4790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена клавиатуры,5290.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена корпуса в сборе с клавиатурой,14990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена кулера,4490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена материнской платы,37990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена матрицы в сборе с крышкой,43390.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена микрофона,3890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена мультиконтроллера,14990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена нижней крышки,8390.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена подсветки клавиатуры,4690.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена разъема MagSafe,3990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена тачпада,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена шлейфа матрицы,5990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена HDD/SSD,16490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Замена Wi-Fi модуля AirPort,5490.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Обновление или восстановление Mac OS,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Ремонт видеочипа,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Ремонт мультиконтроллера,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1425 Retina (2012-2013)",Чистка системы охлаждения и замена термопасты,2490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена аккумулятора,9790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Восстановление после попадания влаги,3690.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена видеочипа,14990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена динамика,4790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена клавиатуры,6190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена корпуса в сборе с клавиатурой,24990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена кулера,4490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена материнской платы,37990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена матрицы в сборе с крышкой,39590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена микрофона,4490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена мультиконтроллера,14990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена нижней крышки,9090.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена подсветки клавиатуры,4990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена разъема MagSafe,4490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена тачпада,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена шлейфа матрицы,6490.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена HDD/SSD,16490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Замена Wi-Fi модуля AirPort,6490.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Обновление или восстановление Mac OS,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Ремонт видеочипа,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Ремонт мультиконтроллера,9990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1502 Retina (2013-2015)",Чистка системы охлаждения и замена термопасты,2890.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Замена аккумулятора,9890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Восстановление после попадания влаги,3790.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Замена клавиатуры,10890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Замена матрицы в сборе с крышкой,39490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Замена нижней крышки,9490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Замена HDD/SSD,29990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1706 (2016-2018)",Чистка системы охлаждения и замена термопасты,2990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Замена аккумулятора,10990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Восстановление после попадания влаги,3790.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Замена клавиатуры,10890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Замена матрицы в сборе с крышкой,40590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Замена нижней крышки,7890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Замена HDD/SSD,29990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1708 (2016-2018)",Чистка системы охлаждения и замена термопасты,2990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Замена аккумулятора,11290.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Восстановление данных,2190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Восстановление после попадания влаги,3790.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Замена клавиатуры,9890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Замена матрицы в сборе с крышкой,38790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Замена нижней крышки,9390.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Замена HDD/SSD,34990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A1989 (2019)",Чистка системы охлаждения и замена термопасты,4190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена аккумулятора,11190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Восстановление после попадания влаги,3790.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена аудиоразъема,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена динамика,5990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена клавиатуры,18190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена кулера,5290.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена матрицы в сборе с крышкой,44590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена микрофона,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена нижней крышки,8390.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена подсветки клавиатуры,13190.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена разъема зарядки,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена тачпада,7990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена шлейфа клавиатуры,4790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена шлейфа матрицы,4790.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена шлейфа тачпада,6190.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена Touch Bar,12590.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Замена Wi-Fi модуля AirPort,2990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2159 (2019)",Чистка системы охлаждения и замена термопасты,4190.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена аккумулятора,11190.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Восстановление после попадания влаги,3990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена аудиоразъема,4790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена динамика,6590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена клавиатуры,8790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена кнопки включения,8390.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена кулера,6590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена матрицы в сборе с крышкой,43890.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена нижней крышки,10590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена нижней резиновой ножки,1490.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена подсветки клавиатуры,14390.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена разъема зарядки,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена тачпада,8590.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена шлейфа клавиатуры,4790.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена шлейфа матрицы,4790.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена шлейфа тачпада,4990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена Touch Bar,13190.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Замена Wi-Fi модуля AirPort,2990.0,30.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Установка ПО,1990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2251 (2020)",Чистка системы охлаждения и замена термопасты,4390.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2289 (2020)",Замена аккумулятора,10990.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2289 (2020)",Восстановление после попадания влаги,3990.0,0.0,Apple,Ноутбук
"  MacBook Pro 13"" A2289 (2020)",Замена аудиоразъема,5490.0,90.0,Apple,Ноутбук
"  MacBook Pro 13"" A2289 (2020)",Замена динамика,5990.0,90.0,Apple,Ноутбук
